beans_resnet18_finetuned,beans_resnet34_finetuned,beans_mobilenet_v3_small_finetuned,beans_maxvit_t_finetuned,brain_tumor_resnet18_finetuned,brain_tumor_resnet34_finetuned,brain_tumor_mobilenet_v3_small_finetuned,brain_tumor_maxvit_t_finetuned,cats_and_dogs_resnet18_finetuned,cats_and_dogs_resnet34_finetuned,cats_and_dogs_mobilenet_v3_small_finetuned,cats_and_dogs_maxvit_t_finetuned,brain_tumor_maxvit_t_imagenet,brain_tumor_mobilenet_v3_small_imagenet,beans_resnet18_imagenet,beans_resnet34_imagenet,beans_mobilenet_v3_small_imagenet,beans_maxvit_t_imagenet,brain_tumor_resnet18_imagenet,brain_tumor_resnet34_imagenet,cats_and_dogs_resnet18_imagenet,cats_and_dogs_mobilenet_v3_small_imagenet,cats_and_dogs_resnet34_imagenet,cats_and_dogs_maxvit_t_imagenet
0.63685135570509,0.74632226874691,0.185909145844462,0.0274258552302123,0.653186149647105,0.137570303276891,0.0865252964734305,0.128523370247188,0.44439886018615,0.0980061882647234,0.0096068196066053,0.300278287339488,0.0333877793603917,0.214181106075253,0.474846957909925,0.0349748666835663,0.722859489181518,0.650736110814541,0.348805485582697,0.0639029705124483,0.3674917123065936,0.1500966889735601,0.7964709704047876,0.2558514084524315
0.413416994482699,0.920150126614458,0.176981488994996,0.844555562151986,0.175625891431595,0.567073107928451,0.494341347040236,0.0901755584956264,0.391935004610262,0.501949894897344,0.284970322778206,0.0830387845737781,0.0696204671044185,0.511006181880992,0.763522512078335,0.210380754532997,0.104696664513683,0.54011708434613,0.288830667197277,0.366658652787868,0.8629698180566112,0.6082226767214041,0.580130402593871,0.13392859942002322
0.058757002530095,0.442678728272633,0.228532110469826,0.170278156066252,0.0259577191725237,0.15913269657865,0.162464997299589,0.74641008519676,0.665333584083445,0.100129939241475,0.663311901667704,0.878280394397722,0.536391297886818,0.897445175846249,0.650849231910611,0.217541414706311,0.0770242247214707,0.241102217882645,0.42656844993591,0.144400028603894,0.5867744422918528,0.5485191146981118,0.717642123252452,0.31047751593155315
0.946332039732886,0.0388591196219569,0.0110969661546754,0.214285441375381,0.888547212079168,0.286974767760975,0.108828338199289,0.612274275959666,0.227848126751305,0.278014007689842,0.508557436937526,0.730870680056164,0.556141866932109,0.562734787359988,0.175364272385411,0.286974767760975,0.395556662272906,0.950323475776754,0.384276925432323,0.85151302009407,0.4218730709699334,0.2896823513325351,0.221989115139305,0.9528440902615781
0.0651364189741474,0.112024102658824,0.347419783740225,0.721120691308809,0.281815273169892,0.0383067358024451,0.613679277207585,0.0653090153225747,0.691644717721102,0.029858668787189,0.37533413467842,0.051427481313002,0.241093902367064,0.246620035016892,0.180960688975145,0.0611527518793146,0.0351063833836334,0.551412474058851,0.682874617008703,0.463255340393919,0.2175994868034653,0.911679904151039,0.2960981275091927,0.4472881114131041
0.469336533824535,0.415516303096591,0.887766902920096,0.0167515031701879,0.99253231934806,0.0277551576778692,0.0699579328848495,0.670467510178402,0.871278747742094,0.0655287823622992,0.947803170230582,0.1666349295509,0.448111318759852,0.122716883356507,0.494059115849855,0.655733293838798,0.371883038823955,0.253931870617715,0.592546558644775,0.0650148926298908,0.0068846419528805,0.2792388207740712,0.5710691694804316,0.09076424982634945
0.852219765508933,0.310943469638493,0.0620545315728281,0.447640816045092,0.670588974589963,0.163275428862141,0.104137912708973,0.681905783000327,0.294691912287233,0.826824595436184,0.529002033535025,0.454743386977828,0.207481190197525,0.186010440222378,0.072637981837774,0.453883027825709,0.88538942450229,0.100872407933048,0.366666283886891,0.226364027909968,0.5180287493544686,0.0436320787762893,0.2581886640074839,0.22636402790996846
0.396186842274253,0.778886027722682,0.206498046560841,0.300919854626165,0.174137525542737,0.989276695667834,0.330281217246766,0.293212664367779,0.151883015637281,0.289402074088566,0.855846187242005,0.361676887476637,0.18519768786824,0.597935605686976,0.105851763717485,0.341820199618731,0.61537397624951,0.944367295584233,0.0015866773091678,0.714766037346301,0.1954614877006624,0.8874315014717872,0.0372402556107848,0.015074098516333345
0.123591081571225,0.446975186230276,0.610740287423242,0.932556658304514,0.437091695418818,0.28834612090029,0.496755259613451,0.259256048966098,0.821647647258887,0.528794697183936,0.707339432015049,0.902040314265942,0.211703947067681,0.260011272324765,0.159248096363198,0.321487775899725,0.0511382365984888,0.902473807727882,0.609715232176562,0.426174955154505,0.6755843752572076,0.1601456752065538,0.2789165124841677,0.2826351021582688
0.76393368294589,0.414933089483852,0.175918271067744,0.238519927186164,0.521104252094362,0.675560875801276,0.222239651871455,0.855988132743397,0.247228571483141,0.257729870131915,0.116000426518339,0.193653944143216,0.0369378836288163,0.419241707464192,0.64942894933061,0.725490601111482,0.446322124839711,0.828958296505321,0.264707539526969,0.552719454024566,0.2340581112020632,0.4684704144487687,0.2612463767388463,0.016187937290142007
0.741547231994954,0.916152389011098,0.248818294223579,0.94683722936883,0.0988665523676765,0.0290109553589491,0.398515176103082,0.829614205830033,0.117452469623794,0.0449332943065414,0.929651270909415,0.396822075800084,0.0486750407638276,0.0762825643079039,0.462084192997742,0.144500751001181,0.201665281745817,0.102035919064301,0.873351610685011,0.752657940070382,0.0988665523676765,0.49265785920978,0.0533496363727553,0.959636121676696
0.117890681317628,0.399349777001067,0.920550285929559,0.577985647275711,0.318637941165272,0.180799608184788,0.138075557817543,0.265622725318928,0.0546844986781188,0.923917436708741,0.374179915615896,0.354849537629033,0.922812520959501,0.590066705600718,0.119367705511796,0.294578908342918,0.206295303424685,0.870814997546276,0.531505559027666,0.443003388073704,0.0851429568655245,0.2032825157747505,0.1359443300415856,0.048486266782294174
0.237428902429711,0.881578579209565,0.602176520969651,0.666523450078811,0.784183777023966,0.274961482430317,0.6050421516308,0.937204045927695,0.917601526077368,0.27782108342358,0.525221803863467,0.274333332524617,0.150127158155308,0.150569744989387,0.891312148796054,0.284819289068445,0.0403832564370637,0.164213500403907,0.146194797194951,0.698197632252464,0.5999398836989014,0.8693003384271055,0.0954506842706949,0.6456296904684815
0.185266678796512,0.278984009770661,0.188368642719292,0.396502302089577,0.632146894145705,0.957755112780785,0.0414699608311871,0.560635989579508,0.0773615650992407,0.0516986934321312,0.197513790137657,0.558157099350475,0.580861829078561,0.36406331272177,0.833655665694936,0.471507322861808,0.119916715836758,0.57036303395173,0.519609681620037,0.871594521648749,0.2344074437439,0.7810222341781411,0.9548275448480624,0.9232433135654625
0.160061348338137,0.783121852104861,0.118934873861429,0.0390372057974109,0.851692934573665,0.0150588851865752,0.749250109086229,0.454074501150005,0.24281005352348,0.495368633578804,0.0833592185788764,0.270432962187436,0.131755706721272,0.393802887469165,0.608698798876644,0.238708776368278,0.0063364168996719,0.0229253326834688,0.222901554743156,0.26428351243053,0.8941995539271631,0.2180229982326791,0.1051915249273979,0.1729588673053969
0.498766729839963,0.336307298546075,0.465117447640428,0.314092311997362,0.261951311345449,0.412503725621304,0.786036744458295,0.235953643387782,0.216064644442541,0.570243577110621,0.900089151943021,0.165420253790761,0.107480552852875,0.503761759115742,0.001311661427098,0.299309526702219,0.269173005296035,0.109284706400353,0.660285795303008,0.215260937690744,0.4237923278239531,0.0080073447052615,0.1797760643158716,0.4448551124265471
0.716709438262793,0.335887629926157,0.676022169892644,0.0458046713297531,0.786729404471755,0.804678955629449,0.162372206048992,0.05411979940184,0.0443114813543518,0.0760462708745465,0.753132935013567,0.0597765085749002,0.3680290798491,0.171201773635045,0.128677361820991,0.846447529931562,0.122010330298236,0.443236772702182,0.347259681960228,0.691106867446312,0.5847957324451756,0.0279451259820802,0.1090234731406044,0.058122801583674555
0.784673697241763,0.32369275640313,0.269039422439995,0.238430565599466,0.965100427871814,0.209938708516591,0.722958504854277,0.0099933979784379,0.26431245399185,0.0743292557776501,0.454376640034022,0.0560091182675549,0.26431245399185,0.600861634225207,0.162787123257214,0.803876052098789,0.0397248705005008,0.948151820042491,0.144120843617472,0.149815039311068,0.2866916524795132,0.3006829227250674,0.1202385388064396,0.2540702838400093
0.945991826292241,0.446489588096569,0.671011452845049,0.496692109267596,0.0440490456367596,0.0391485797349728,0.99603243075138,0.185405300359878,0.308432789989243,0.798826489004106,0.867854445410524,0.395821929556549,0.752475561770822,0.471911982709248,0.138520979039328,0.27091517156451,0.0750337127544135,0.651142218352083,0.278783677946045,0.484839130361723,0.3921136769394761,0.2918758363331829,0.3918020447851298,0.20684643479255582
0.935182945420611,0.228737734289288,0.120884364561995,0.325165612274206,0.0918949028554693,0.942981571479299,0.618994124332996,0.132752053980223,0.763872694174079,0.881420463094442,0.573553898205908,0.74140555335548,0.415646707480848,0.360133904504225,0.195777279987874,0.424292374325812,0.0971294319261133,0.0607215056881741,0.0451889631533986,0.710886879098569,0.3734176689055827,0.7508165660982776,0.5503444508627929,0.18729646112125498
0.236062896017463,0.532819257433531,0.370843196439675,0.139011369025052,0.294326427810868,0.564316638279786,0.185014747942391,0.825350727683935,0.147028671010776,0.304041507695929,0.25364966165941,0.784160288394106,0.206499494495585,0.27291192436084,0.597464828168285,0.151740944712626,0.156895203490702,0.70275543488522,0.0238404138984542,0.748811386599647,0.6133635322905393,0.8715338043024226,0.3012434449190414,0.3664329811737981
0.33554631697448,0.616411871085913,0.371951513277205,0.875008332947717,0.108519329160654,0.0774013023655303,0.463705538976996,0.614322772378815,0.194322022920733,0.731211120472441,0.427166625189672,0.853726406106411,0.155518967575031,0.0861042109781185,0.0721353958033061,0.920759961563016,0.296887127983216,0.465293865468296,0.965111850630631,0.357081025734715,0.1514654473526839,0.2289973907395535,0.041676590740537,0.7266022133166116
0.672006752946392,0.0343560788415292,0.762543476264098,0.80585591539617,0.415325058570562,0.007775283932064,0.347259711665262,0.0575474594837465,0.381248924586363,0.672142456791899,0.271176167064527,0.250927820195158,0.426372318115437,0.341034422122829,0.293823722926154,0.164917462119945,0.311586104335646,0.0246061887654128,0.92770403902481,0.0583424366412167,0.0694639233464965,0.824531050496171,0.7105857087990294,0.8051804800285278
0.266844397328099,0.943839158288306,0.278530743030968,0.261255829897282,0.577245094369262,0.291161852106924,0.296609429140065,0.218778188649605,0.555481922124718,0.404228769010991,0.0775031137607435,0.994570765935166,0.0033806234300196,0.77805160104664,0.123252523863649,0.658490486510385,0.448270170136874,0.402342404026502,0.0395322495659316,0.986150229202005,0.6194168479313692,0.7089469738096479,0.0192419529779205,0.27626770462878314
0.830636977094263,0.832287719249126,0.904059608718936,0.252287916782028,0.872881216879498,0.941586767225052,0.773918920893363,0.0438430986177978,0.675665781420367,0.861755046919146,0.461530147369923,0.95366192445811,0.234091342215073,0.17897889648614,0.0207235873488982,0.225956418550357,0.410313357793213,0.0468904402355557,0.0747355679836283,0.981185478797028,0.5107159429930864,0.7882438900651371,0.7218185695416939,0.7567770910287605
0.551422255806373,0.731754663518648,0.181683095896318,0.710605094140719,0.588622876643283,0.643877875439582,0.370053118895147,0.872969205322486,0.660948505495936,0.708148845255415,0.148902423901861,0.638676153150663,0.542460342718195,0.898767432583123,0.204310609362746,0.492871357662181,0.532470841275674,0.705295924422153,0.50753421376725,0.759799752188103,0.6532175594468864,0.0937997125370481,0.0425815944419645,0.5215105636079184
0.191036424378239,0.682922147216757,0.127022529909679,0.0455297213039979,0.21538107458742,0.152738799926894,0.288533328406712,0.451951855880383,0.993609696225958,0.960784213890393,0.0158776982767835,0.692457032388783,0.193184404123694,0.219918748006363,0.373539614401943,0.578875667664353,0.047191681326585,0.807860282228275,0.0494241516060257,0.863178414711504,0.9049436468017372,0.5506772746625864,0.4456902565984311,0.1606334673450045
0.525916340955635,0.226233285778372,0.954308038731516,0.467578159748534,0.585352190611633,0.130769015962335,0.523755347753316,0.281691490737657,0.571876801845866,0.425119799270905,0.314976355388226,0.0612281860659201,0.84784552288737,0.175674755701569,0.962435171137015,0.0477559196141881,0.201924152279305,0.197110976518397,0.370912262315267,0.33365067956103,0.3692355114155801,0.2971585815022002,0.1281666861886349,0.6805078200042989
0.539802622497782,0.250193706461305,0.197780143885472,0.703468031716602,0.687603394061226,0.269968915588749,0.659840590749766,0.404227486700289,0.299835411119004,0.149230770699321,0.722175183063121,0.195214408986282,0.793103000153985,0.373487762211604,0.663534655539603,0.937580018121937,0.0142282787045514,0.595854924854073,0.770377054861282,0.03215885006011,0.0348457773661979,0.3707264032465843,0.8557648457424922,0.1629579385936364
0.0218530451006685,0.854491497225384,0.72219280323392,0.823465279917172,0.443427284142361,0.498824368552642,0.288360474642015,0.0572196442509752,0.165347058780332,0.851643968146476,0.192315703372689,0.855732903254951,0.369804822720435,0.288679867416484,0.621341837876175,0.697072552836351,0.224963070455027,0.389850882790243,0.379514106645993,0.839095044467284,0.2047807922168357,0.8727356334017696,0.1193921032121021,0.8345770655031071
0.556869251884863,0.290320587457968,0.0244248947878228,0.757953596435572,0.255080642942347,0.943951753103738,0.0571990193646392,0.812456133403078,0.310666985123961,0.570383292356265,0.0947217237531888,0.96077734799974,0.8694344281684,0.136069952099513,0.953977989564576,0.151790506607857,0.862068025072933,0.943615951901381,0.93359876494616,0.768949890375568,0.1668238122312136,0.2534408609335128,0.8695884396468004,0.7864105528098303
0.0977775433105155,0.837893618329764,0.965731530897655,0.302899316511007,0.0667817676038162,0.241305519983136,0.14469054334554,0.0510955036541616,0.0594905791523335,0.228889471957304,0.11505255456073,0.354612145092316,0.984594722001814,0.877273102017933,0.231364851829351,0.883645209128554,0.570174954155731,0.184880745591479,0.254971905594251,0.362116031725849,0.0614689383917098,0.1042192106722981,0.6477772963065829,0.2399476570235055
0.534637506205326,0.133264886840503,0.140399911041634,0.50515144756815,0.50515144756815,0.175561818684784,0.580758334901903,0.867004480780097,0.7268635990529,0.689449536673391,0.0007171183906528,0.449600879308234,0.543309173699441,0.36009268803028,0.0242681218399102,0.0720428684629608,0.614316337620226,0.69060807351332,0.183650069986162,0.214739816743551,0.4085809657589518,0.2359891057868701,0.2032067369354903,0.18365006998616185
0.859008796314802,0.982595039998692,0.692244633252442,0.783338240685227,0.142482684280437,0.081231719846304,0.70138429867052,0.148224095286344,0.216032068231166,0.186155669736664,0.516840145597638,0.452865616915692,0.722190466616158,0.87714095909677,0.29235160422304,0.93964900363912,0.288906500460926,0.258665573844546,0.589831843003317,0.0909965627010473,0.92403750717277,0.0067186168450855,0.2479995496989099,0.3492098369821295
0.883194356376541,0.875602921952038,0.983603397867465,0.490366015275092,0.677256705853776,0.0631214447734255,0.552348720342617,0.48407410860404,0.16426047531168,0.600183414148008,0.851001874996775,0.264301569851928,0.0018038638137878,0.371428775795564,0.74556468133128,0.141610267703817,0.223665656354445,0.652383921899522,0.801813796360138,0.65825995200557,0.6724915321424771,0.4221316822382865,0.4589225334353396,0.15813893351058372
0.66386145394349,0.0238225690782543,0.100723101977118,0.0844299991256453,0.294311570899521,0.85950349325534,0.059328653039703,0.724142941057466,0.290546816114454,0.419564504904453,0.0340027397027206,0.0266354036650853,0.488566682572855,0.465224764155416,0.0240319320941424,0.001651582080101,0.509486937503708,0.136506311240809,0.230122952371405,0.836708512194587,0.0916293574360869,0.4920427966051907,0.8354603668569905,0.9339385342228879
0.847188107615134,0.91420472243389,0.252116730835757,0.0543804666902139,0.0344799431601365,0.903091695114342,0.771093580810977,0.0244715472466033,0.281755842392873,0.549711568781563,0.960473499036322,0.220631233050979,0.717928545440483,0.462459780163977,0.660310452176635,0.936835229307672,0.220562617292948,0.986233884697973,0.932277522721788,0.796981995701998,0.7717592811697195,0.3796148696721185,0.0897603028624246,0.611247948764887
0.137421875992839,0.325644035590854,0.670772559619552,0.532803592333896,0.978764516484679,0.137421875992839,0.961388509768905,0.0069173749495123,0.0730086399662752,0.465912043847009,0.0748555705382513,0.196620546845046,0.202772832730546,0.83466036748557,0.0862609467015106,0.290095786389496,0.102285485987728,0.202928484889928,0.118537034103323,0.564816435941185,0.1257172172391745,0.6379970902834323,0.2791304067402156,0.28117969565818024
0.422326141957875,0.617523999584076,0.153942190663642,0.950793764202211,0.298922196705859,0.667011569375785,0.916218157183693,0.0511692011879139,0.0138305317979913,0.724648976767215,0.508949394615909,0.110401253549885,0.078019985256697,0.30812435871211,0.225646923989885,0.414454305396791,0.180077869878472,0.0815084691308259,0.154861754350563,0.299337560747722,0.4144543053967907,0.1513977060831723,0.1744727173418198,0.6119606541643006
0.221824635099523,0.407199975305031,0.0352190706292279,0.649048870284302,0.472564684546196,0.0912596611199979,0.147946129580096,0.0955905436777292,0.14338497656631,0.197945442730284,0.866261812233527,0.064678682916148,0.765085836785486,0.0191665313343705,0.739533733736185,0.156116994923213,0.54185980097276,0.855731877971007,0.811244980673326,0.082196419113843,0.25245558293038,0.4439029076034446,0.6607540600685872,0.4380790667778507
0.299232058284596,0.674111786348255,0.10545642008777,0.939668875307838,0.112053480682705,0.0582895378477323,0.213766246363642,0.637067171800683,0.818122473068014,0.484267330100548,0.204060876790295,0.240968370870527,0.933381942848335,0.271903502401827,0.413174238857452,0.329561006908005,0.178253427017819,0.325091751022815,0.134267806030794,0.272334193294912,0.7930798471872624,0.0254583132735866,0.0511216741660025,0.9535699022179
0.430496937836569,0.713222485834749,0.172855289589996,0.155606997220967,0.965594313041958,0.0304789746059747,0.846247984668362,0.660907499510994,0.154896306926271,0.565754071961512,0.838860225905691,0.221626506509641,0.339485252584599,0.209308760461013,0.56323923536886,0.221626506509641,0.69058869615566,0.282553632195784,0.446870892948149,0.720394706338566,0.0414304562534361,0.3089330376948153,0.3529783415914961,0.01108131888035202
0.138023944747782,0.209953261734544,0.787778669956272,0.0852371952444969,0.155485843712396,0.329458976181361,0.763530200580459,0.100875081520208,0.937663995856778,0.150677261907068,0.535071828663691,0.143081852780765,0.872719914417146,0.563573988339782,0.617871016191597,0.917638989763032,0.452533182901073,0.359128937385438,0.971617396031234,0.771223712697792,0.5586853746757425,0.3074537992832162,0.4559864775426122,0.006769573655378447
0.225107020307675,0.433090070348632,0.235666055241246,0.0756763903547913,0.333553426991103,0.841894256897929,0.203841930664259,0.19265322849235,0.808610090650655,0.853339996764021,0.495905334482542,0.803379330154815,0.822808579316509,0.742883468648932,0.734469435349934,0.148942359894496,0.478413325918241,0.608255600814887,0.930745956559625,0.200029356506904,0.9179187426833956,0.1241713735426952,0.8835653231348304,0.1733695304632884
0.0344657116411131,0.503718659850262,0.729944385561674,0.96963016784957,0.0679763388569061,0.405350362293523,0.976828330864318,0.204252307346906,0.804486314333735,0.497069742761975,0.459326654116018,0.137610090567944,0.512680500423809,0.465032988321411,0.389777799976474,0.510038515949198,0.563631243626112,0.554155362037888,0.124440377252943,0.230243464524646,0.7856712631309465,0.6255423995168747,0.6641159532817211,0.43307266404578193
0.199254735029638,0.77522512208317,0.244652549863994,0.0453951052739495,0.593258963373362,0.229364628713553,0.0397952409904917,0.610080932490968,0.925965134825283,0.610080932490968,0.595119977657639,0.215766649635522,0.699292141619206,0.626402108844848,0.0698496491990187,0.290015610144431,0.246038360299152,0.516026813366493,0.554515536736222,0.336067118412864,0.1270983654460574,0.4103235931268929,0.2175471988351228,0.958991356170407
0.290498442872144,0.866207811238677,0.0885111553641636,0.936678506805207,0.461033715079552,0.248088456086449,0.734094098710869,0.113903721914841,0.696937292119001,0.54242217877234,0.691175705266825,0.163170759933885,0.810220933170509,0.87521390817787,0.59414432789154,0.534454372909569,0.211382647790721,0.127020247176185,0.470900046569303,0.224305127485753,0.081087496742067,0.4458989132338642,0.1234153395014689,0.20625000842628705
0.879591780873859,0.490891430355705,0.375322471180428,0.283867408817396,0.963647556862929,0.859457090497279,0.228651819768319,0.642131420540975,0.543661801839785,0.161903550415675,0.897739933692636,0.395999063122082,0.19260265552719,0.99398458878327,0.658432633673452,0.528086319086586,0.814522009378486,0.780761349455887,0.121258633663058,0.842728409763231,0.7133435710400131,0.5204411714941158,0.6584326336734518,0.9208073692559595
0.268282821596784,0.710867123244108,0.639569244793644,0.701304800175832,0.633039066977835,0.0709432867268106,0.104353189707009,0.701304800175832,0.433099979024154,0.478495814622153,0.14689781294232,0.817580365546885,0.790479125413194,0.0555482101740513,0.864179225207067,0.564851212954507,0.0720567692977786,0.0021243104663954,0.53568562864055,0.151719326247037,0.448479927464153,0.6394251835696083,0.520394150537406,0.16571180110520112
0.0858493208563283,0.0347716986579635,0.246728324312018,0.0428444297959274,0.8371052525718,0.750759090897548,0.205311008383642,0.251421004331148,0.217749942524504,0.22480695442798,0.775365984689472,0.662316423320589,0.7665283845787,0.435405698539536,0.103018108449283,0.0049758266738817,0.61166459106229,0.491352109726211,0.0898737654105668,0.820059436842423,0.0268087044068479,0.5190198914325852,0.7472252500068531,0.8156456851559176
0.257616024515732,0.391811387716883,0.293237719003086,0.736451688657389,0.419971586698612,0.092717242480268,0.485409887045205,0.202308557286323,0.138748483979397,0.0890259681376343,0.720574941077435,0.172838124199048,0.334317151765766,0.0540026505687298,0.704624996440833,0.514737641575361,0.129569784200027,0.762097612663275,0.551641524328465,0.0333110927378414,0.0223632136958944,0.8783023905443876,0.2972455374563304,0.9913096190454692
0.101478602587477,0.042068400817631,0.816892574628794,0.259867720463836,0.850850673013721,0.982715043454633,0.752001832653596,0.243484734710557,0.0259741378289426,0.735979959145152,0.134975128265817,0.159047273152088,0.293189868119068,0.578381487650522,0.047795989888154,0.194815322821971,0.182928423488403,0.198919114075216,0.0444839524417629,0.280290398418846,0.5575557873793958,0.1397645436099555,0.5975177002379551,0.9512304350438975
0.467498976988825,0.659440291645371,0.0545791363671179,0.344948539893381,0.207984201027002,0.92869242013187,0.149739579448577,0.314226447582739,0.949550255075636,0.177268820671335,0.377430052630117,0.479095026900375,0.221671541862024,0.949138461699428,0.249832006991105,0.193039348307866,0.876301264290392,0.289253961550747,0.903162425770178,0.118846108511892,0.2178031002746289,0.1679931311473503,0.4345283314688628,0.9298305128788482
0.733127523094339,0.119389358946524,0.850457213835549,0.732469925788063,0.68116302766087,0.929414503230331,0.101450770360723,0.0430333631545741,0.255489461334971,0.368841325501689,0.467618432458279,0.9877934413845,0.543208927157712,0.0711818213904799,0.0801631106346224,0.270044797011601,0.454979149086578,0.698303223535187,0.407989335970785,0.536522709586267,0.4342203950621149,0.4791270980191847,0.0862083632844421,0.2245788960410674
0.827173670366891,0.653875793558087,0.880817958060174,0.448761730881012,0.0998579865176213,0.890029141571017,0.0966844807101131,0.107245549790943,0.510531889271302,0.942202270444986,0.422608439281837,0.224557880973408,0.827173670366891,0.621836889635161,0.165434766399105,0.288211905981422,0.34959649578026,0.903207145585706,0.0590740217459347,0.109113332246393,0.1354442207587056,0.9622408153743,0.4747824230059985,0.36177661908668346
0.80165562672343,0.584553054849,0.128035995310138,0.753255493113887,0.0929942633603754,0.135900171513657,0.955966792941716,0.533346986611828,0.0847443321148452,0.130254377443634,0.552459891504673,0.106003266446679,0.829183102357444,0.018714482378266,0.193125554100868,0.123762725292576,0.272914080850499,0.927596369322754,0.0269299967019939,0.623751620370127,0.8371974559254649,0.2301376379151898,0.574644736293703,0.07360119360967587
